gene_id,transcript_id,transcript_position,label
ENSG00000169188,ENST00000374987,1520,1
ENSG00000114867,ENST00000414031,5158,1
ENSG00000133316,ENST00000525239,780,0
ENSG00000100106,ENST00000406386,6154,1
ENSG00000164951,ENST00000396200,1438,1
ENSG00000162368,ENST00000371873,540,0
ENSG00000058262,ENST00000483956,1906,1
ENSG00000116161,ENST00000613570,1200,1
ENSG00000166197,ENST00000370007,3208,0
ENSG00000167721,ENST00000301364,3411,1
ENSG00000067225,ENST00000564440,2474,1
ENSG00000136877,ENST00000373247,1503,0
ENSG00000049656,ENST00000320895,1870,1
ENSG00000082516,ENST00000285873,4192,1
ENSG00000182481,ENST00000537025,1691,0
ENSG00000151748,ENST00000324679,2359,0
ENSG00000175029,ENST00000337195,1593,0
ENSG00000121067,ENST00000393328,2466,0
ENSG00000177732,ENST00000342665,2413,1
ENSG00000203950,ENST00000370775,853,1
ENSG00000079246,ENST00000392133,738,0
ENSG00000060138,ENST00000228251,1319,0
ENSG00000278032,ENST00000619718,642,0
ENSG00000175792,ENST00000322623,1498,1
ENSG00000168496,ENST00000305885,2030,1
ENSG00000101350,ENST00000375712,5651,0
ENSG00000088356,ENST00000202017,589,1
ENSG00000100106,ENST00000406386,6187,1
ENSG00000136450,ENST00000582730,161,0
ENSG00000132581,ENST00000247020,1156,1
ENSG00000133275,ENST00000255641,1908,1
ENSG00000140988,ENST00000531065,1440,0
ENSG00000180185,ENST00000427358,1261,0
ENSG00000184640,ENST00000427177,319,1
ENSG00000159111,ENST00000351111,859,1
ENSG00000179218,ENST00000316448,425,0
ENSG00000143183,ENST00000392129,375,0
ENSG00000123136,ENST00000589318,1887,0
ENSG00000106400,ENST00000305105,586,0
ENSG00000179295,ENST00000351677,5922,0
ENSG00000135486,ENST00000546500,869,0
ENSG00000054116,ENST00000616395,500,1
ENSG00000142192,ENST00000357903,1475,0
ENSG00000116649,ENST00000376957,1148,1
ENSG00000088832,ENST00000400137,1372,0
ENSG00000134690,ENST00000373055,1138,1
ENSG00000161011,ENST00000360718,1072,0
ENSG00000101057,ENST00000217026,1265,0
ENSG00000108654,ENST00000540698,1366,1
ENSG00000137962,ENST00000260526,3408,1
ENSG00000100603,ENST00000261531,1952,0
ENSG00000048392,ENST00000251810,2717,0
ENSG00000120948,ENST00000240185,2080,0
ENSG00000107404,ENST00000378888,2372,1
ENSG00000107937,ENST00000360803,2572,0
ENSG00000139318,ENST00000279488,2996,0
ENSG00000116221,ENST00000360840,327,0
ENSG00000130724,ENST00000312547,265,0
ENSG00000189143,ENST00000340958,1580,1
ENSG00000144827,ENST00000273359,739,1
ENSG00000159461,ENST00000290649,2241,0
ENSG00000162302,ENST00000334205,2806,0
ENSG00000040633,ENST00000320316,963,1
ENSG00000034152,ENST00000342679,1408,1
ENSG00000138107,ENST00000369905,2363,0
ENSG00000131016,ENST00000402676,3944,0
ENSG00000117748,ENST00000373912,258,0
ENSG00000071655,ENST00000590550,2606,1
ENSG00000137492,ENST00000260045,853,0
ENSG00000116560,ENST00000357214,1253,1
ENSG00000055070,ENST00000401088,722,1
ENSG00000138363,ENST00000236959,2056,0
ENSG00000089597,ENST00000346178,2414,0
ENSG00000088325,ENST00000340513,3111,0
ENSG00000130311,ENST00000359866,434,1
ENSG00000053372,ENST00000330263,664,0
ENSG00000167699,ENST00000301329,1481,0
ENSG00000170248,ENST00000307296,2776,0
ENSG00000164253,ENST00000296679,1478,0
ENSG00000230124,ENST00000367595,602,1
ENSG00000196365,ENST00000360614,3116,1
ENSG00000165688,ENST00000371717,1590,1
ENSG00000146109,ENST00000274849,955,0
ENSG00000177426,ENST00000343820,1414,1
ENSG00000162613,ENST00000370767,706,0
ENSG00000071127,ENST00000499869,524,0
ENSG00000158716,ENST00000368108,567,1
ENSG00000168439,ENST00000305218,426,0
ENSG00000250479,ENST00000484558,921,0
ENSG00000204922,ENST00000377953,601,1
ENSG00000155463,ENST00000285848,1556,0
ENSG00000109971,ENST00000227378,2129,0
ENSG00000168092,ENST00000527958,3526,0
ENSG00000160710,ENST00000368471,5115,0
ENSG00000090060,ENST00000216277,2335,0
ENSG00000136997,ENST00000621592,2027,1
ENSG00000130479,ENST00000324096,3095,0
ENSG00000205339,ENST00000379719,3328,1
ENSG00000138326,ENST00000485708,327,1
ENSG00000099804,ENST00000215574,1234,1
ENSG00000136271,ENST00000421223,2891,1
ENSG00000102804,ENST00000261489,514,1
ENSG00000163435,ENST00000359651,4687,1
ENSG00000136521,ENST00000359944,347,0
ENSG00000108654,ENST00000540698,1331,0
ENSG00000065150,ENST00000357602,3097,0
ENSG00000107404,ENST00000378888,679,0
ENSG00000108774,ENST00000346213,1622,0
ENSG00000241468,ENST00000449683,138,0
ENSG00000149792,ENST00000279242,1305,0
ENSG00000153147,ENST00000283131,1927,0
ENSG00000101150,ENST00000352482,1578,0
ENSG00000264772,ENST00000581621,2019,1
ENSG00000011304,ENST00000635647,3569,0
ENSG00000088986,ENST00000242577,483,1
ENSG00000083312,ENST00000337273,3474,0
ENSG00000104341,ENST00000619747,1129,0
ENSG00000214078,ENST00000352393,378,0
ENSG00000170779,ENST00000336219,741,1
ENSG00000141076,ENST00000314423,2185,0
ENSG00000173334,ENST00000311922,1638,1
ENSG00000204922,ENST00000377953,401,1
ENSG00000110092,ENST00000227507,2602,0
ENSG00000014216,ENST00000279247,2887,1
ENSG00000275216,ENST00000618966,1424,0
ENSG00000187109,ENST00000552342,995,0
ENSG00000123179,ENST00000242827,874,0
ENSG00000142627,ENST00000358432,3517,1
ENSG00000183696,ENST00000395564,1071,0
ENSG00000078808,ENST00000465727,1482,1
ENSG00000042753,ENST00000352203,520,1
ENSG00000138385,ENST00000260956,1135,0
ENSG00000116489,ENST00000263168,1567,0
ENSG00000150991,ENST00000536769,2322,1
ENSG00000153147,ENST00000283131,1457,0
ENSG00000103257,ENST00000261622,2049,1
ENSG00000131747,ENST00000423485,3734,0
ENSG00000112118,ENST00000616552,2855,1
ENSG00000197457,ENST00000370053,1221,1
ENSG00000149925,ENST00000566897,1767,0
ENSG00000136108,ENST00000378037,3170,0
ENSG00000103266,ENST00000565677,1295,1
ENSG00000084754,ENST00000380649,463,0
ENSG00000154945,ENST00000285243,1822,0
ENSG00000139289,ENST00000619060,1961,0
ENSG00000211460,ENST00000467324,1995,0
ENSG00000140307,ENST00000396060,342,0
ENSG00000120509,ENST00000239666,596,0
ENSG00000120805,ENST00000261636,623,0
ENSG00000102738,ENST00000323563,1071,0
ENSG00000142252,ENST00000270257,876,1
ENSG00000099246,ENST00000356940,623,1
ENSG00000117899,ENST00000261758,1403,0
ENSG00000110717,ENST00000313468,723,0
ENSG00000277203,ENST00000610495,1070,1
ENSG00000092820,ENST00000337147,2031,1
ENSG00000188483,ENST00000372491,1327,1
ENSG00000060138,ENST00000279550,1254,1
ENSG00000160888,ENST00000292433,652,1
ENSG00000114942,ENST00000236957,425,1
ENSG00000183696,ENST00000395564,996,0
ENSG00000070831,ENST00000344548,2245,0
ENSG00000131016,ENST00000402676,5674,1
ENSG00000141580,ENST00000392325,1274,1
ENSG00000133028,ENST00000255390,1567,0
ENSG00000154174,ENST00000284320,1374,0
ENSG00000274442,ENST00000614672,5950,0
ENSG00000110092,ENST00000227507,692,0
ENSG00000052802,ENST00000261507,939,1
ENSG00000065150,ENST00000261574,1036,0
ENSG00000104964,ENST00000327141,1294,0
ENSG00000113460,ENST00000336767,1287,0
ENSG00000239672,ENST00000336097,753,1
ENSG00000033050,ENST00000287844,2059,1
ENSG00000244038,ENST00000415136,765,0
ENSG00000100804,ENST00000361611,441,0
ENSG00000188483,ENST00000372491,1002,1
ENSG00000083444,ENST00000196061,2703,1
ENSG00000134308,ENST00000381844,1938,0
ENSG00000172216,ENST00000303004,847,1
ENSG00000168802,ENST00000448552,2630,1
ENSG00000170604,ENST00000302165,1711,1
ENSG00000124688,ENST00000372171,858,1
ENSG00000173145,ENST00000371361,1804,0
ENSG00000095002,ENST00000233146,1345,0
ENSG00000141582,ENST00000269397,1590,1
ENSG00000283018,ENST00000634704,1009,0
ENSG00000049449,ENST00000054950,2265,1
ENSG00000134152,ENST00000256544,1168,0
ENSG00000143401,ENST00000583931,2855,0
ENSG00000167526,ENST00000311528,813,1
ENSG00000107984,ENST00000373970,962,1
ENSG00000100462,ENST00000397441,1716,0
ENSG00000113384,ENST00000265070,1212,1
ENSG00000185624,ENST00000331483,602,0
ENSG00000101447,ENST00000619850,1567,1
ENSG00000108592,ENST00000427159,3137,0
ENSG00000158717,ENST00000312838,805,1
ENSG00000067182,ENST00000162749,1585,1
ENSG00000095906,ENST00000262302,89,1
ENSG00000159210,ENST00000502492,1024,0
ENSG00000060688,ENST00000263694,1109,0
ENSG00000083444,ENST00000196061,2538,1
ENSG00000113712,ENST00000377843,379,1
ENSG00000117862,ENST00000371626,1796,1
ENSG00000120992,ENST00000316963,2067,0
ENSG00000172927,ENST00000535653,1313,1
ENSG00000108578,ENST00000261714,1710,0
ENSG00000119689,ENST00000334220,824,0
ENSG00000108679,ENST00000262776,594,0
ENSG00000126267,ENST00000246554,223,0
ENSG00000141232,ENST00000499247,640,1
ENSG00000172216,ENST00000303004,1285,1
ENSG00000123268,ENST00000262053,1153,0
ENSG00000162517,ENST00000373703,259,0
ENSG00000198931,ENST00000378364,447,0
ENSG00000127528,ENST00000248071,1265,1
ENSG00000169689,ENST00000392359,560,1
ENSG00000088325,ENST00000340513,2974,0
ENSG00000179950,ENST00000526683,1151,0
ENSG00000186283,ENST00000367627,1992,1
ENSG00000134590,ENST00000257013,827,1
ENSG00000171552,ENST00000307677,1866,0
ENSG00000111843,ENST00000229563,1056,0
ENSG00000137106,ENST00000318158,534,1
ENSG00000163597,ENST00000448136,1629,1
ENSG00000149257,ENST00000358171,1224,0
ENSG00000164967,ENST00000378959,456,1
ENSG00000133318,ENST00000356000,1586,1
ENSG00000172270,ENST00000333511,1847,1
ENSG00000272763,ENST00000433510,715,1
ENSG00000179918,ENST00000478753,1354,1
ENSG00000128309,ENST00000341116,1020,1
ENSG00000171490,ENST00000571133,1942,0
ENSG00000101474,ENST00000451442,1752,1
ENSG00000189334,ENST00000344616,836,0
ENSG00000240972,ENST00000215754,862,0
ENSG00000141367,ENST00000621829,5857,0
ENSG00000100138,ENST00000355257,451,0
ENSG00000104671,ENST00000221114,304,0
ENSG00000113810,ENST00000357388,3930,0
ENSG00000197771,ENST00000369077,447,0
ENSG00000124882,ENST00000244869,2524,0
ENSG00000228300,ENST00000409293,856,1
ENSG00000105401,ENST00000222005,254,0
ENSG00000161671,ENST00000334976,1585,0
ENSG00000138814,ENST00000394854,3493,0
ENSG00000188343,ENST00000518322,1316,0
ENSG00000176619,ENST00000325327,2556,0
ENSG00000071127,ENST00000382452,1151,0
ENSG00000232119,ENST00000371317,367,0
ENSG00000084072,ENST00000324379,317,0
ENSG00000135829,ENST00000367549,853,0
ENSG00000173171,ENST00000609421,923,1
ENSG00000136444,ENST00000258955,2192,1
ENSG00000170515,ENST00000303305,1318,0
ENSG00000276043,ENST00000612630,3637,1
ENSG00000237155,ENST00000439190,544,0
ENSG00000189060,ENST00000340857,1149,1
ENSG00000165480,ENST00000314759,180,0
ENSG00000099399,ENST00000378988,654,1
ENSG00000182768,ENST00000331497,1203,1
ENSG00000136146,ENST00000258648,852,0
ENSG00000095002,ENST00000233146,744,0
ENSG00000060491,ENST00000370461,4064,1
ENSG00000175745,ENST00000327111,3385,0
ENSG00000148671,ENST00000372013,398,1
ENSG00000185085,ENST00000330574,2495,1
ENSG00000128185,ENST00000248879,688,1
ENSG00000188343,ENST00000518322,1121,0
ENSG00000066322,ENST00000372458,998,1
ENSG00000265241,ENST00000583313,437,0
ENSG00000029639,ENST00000367166,1090,1
ENSG00000167461,ENST00000300935,1431,1
ENSG00000171345,ENST00000361566,1163,1
ENSG00000112308,ENST00000378119,3028,1
ENSG00000145907,ENST00000356245,1257,0
ENSG00000176890,ENST00000323274,878,0
ENSG00000212866,ENST00000458062,2275,0
ENSG00000133112,ENST00000379056,712,1
ENSG00000101188,ENST00000370501,3668,1
ENSG00000188986,ENST00000343053,2356,0
ENSG00000103018,ENST00000307892,587,1
ENSG00000215021,ENST00000543465,183,1
ENSG00000143384,ENST00000369026,3111,0
ENSG00000082641,ENST00000585291,3453,1
ENSG00000167085,ENST00000614445,1911,0
ENSG00000168028,ENST00000443003,167,0
ENSG00000105887,ENST00000393085,584,1
ENSG00000143486,ENST00000271764,1399,0
ENSG00000030066,ENST00000378460,4410,0
ENSG00000136026,ENST00000378026,1365,1
ENSG00000196262,ENST00000415933,405,0
ENSG00000172301,ENST00000496655,933,0
ENSG00000197771,ENST00000369077,2181,1
ENSG00000119403,ENST00000312189,519,0
ENSG00000245910,ENST00000520944,131,0
ENSG00000106344,ENST00000223073,2533,1
ENSG00000105372,ENST00000221975,174,0
ENSG00000115484,ENST00000544079,1397,0
ENSG00000167747,ENST00000641834,1429,0
ENSG00000166598,ENST00000299767,1691,0
ENSG00000165775,ENST00000369498,478,0
ENSG00000174243,ENST00000308025,2394,1
ENSG00000064545,ENST00000587406,1787,1
ENSG00000143933,ENST00000272298,733,0
ENSG00000137124,ENST00000377698,2415,0
ENSG00000067182,ENST00000162749,2119,1
ENSG00000174437,ENST00000377685,3614,0
ENSG00000148229,ENST00000374171,748,0
ENSG00000144043,ENST00000272438,3021,0
ENSG00000167272,ENST00000357500,589,1
ENSG00000188290,ENST00000481869,870,0
ENSG00000103194,ENST00000219473,2683,1
ENSG00000096384,ENST00000371554,1962,0
ENSG00000111206,ENST00000342628,1182,0
ENSG00000151725,ENST00000281453,1156,0
ENSG00000134001,ENST00000256383,1801,0
ENSG00000076604,ENST00000262395,1474,1
ENSG00000185624,ENST00000415593,1538,1
ENSG00000007168,ENST00000397195,4227,0
ENSG00000089006,ENST00000483485,1752,0
ENSG00000177879,ENST00000395548,618,0
ENSG00000141552,ENST00000571874,483,1
ENSG00000198492,ENST00000373812,1572,1
ENSG00000254772,ENST00000329251,602,0
ENSG00000156970,ENST00000287598,1745,0
ENSG00000171552,ENST00000307677,704,1
ENSG00000175029,ENST00000337195,1777,1
ENSG00000127774,ENST00000248378,483,1
ENSG00000197746,ENST00000394936,1142,0
ENSG00000125743,ENST00000342669,667,1
ENSG00000185624,ENST00000415593,1285,1
ENSG00000095380,ENST00000210444,794,0
ENSG00000116685,ENST00000376572,1123,1
ENSG00000105220,ENST00000356487,413,0
ENSG00000276072,ENST00000620004,1876,0
ENSG00000171206,ENST00000302424,1689,1
ENSG00000187051,ENST00000334678,447,0
ENSG00000183336,ENST00000330978,975,0
ENSG00000088325,ENST00000340513,2480,0
ENSG00000134046,ENST00000256429,1341,0
ENSG00000204394,ENST00000375663,2901,0
ENSG00000115484,ENST00000394440,764,0
ENSG00000173334,ENST00000311922,1988,1
ENSG00000183048,ENST00000331531,336,0
ENSG00000087460,ENST00000464624,2754,0
ENSG00000259956,ENST00000563281,2745,1
ENSG00000204628,ENST00000511473,1016,0
ENSG00000105835,ENST00000222553,2159,0
ENSG00000069956,ENST00000261845,3279,0
ENSG00000108179,ENST00000225174,988,1
ENSG00000151465,ENST00000281141,860,0
ENSG00000177971,ENST00000403490,639,1
ENSG00000133193,ENST00000405159,315,0
ENSG00000070756,ENST00000318607,1730,0
ENSG00000141385,ENST00000269143,2906,1
ENSG00000188846,ENST00000338970,188,0
ENSG00000196365,ENST00000360614,1270,1
ENSG00000140525,ENST00000310775,3113,0
ENSG00000147649,ENST00000336273,3328,0
ENSG00000141526,ENST00000581287,3796,1
ENSG00000181789,ENST00000314797,1359,0
ENSG00000124688,ENST00000372171,475,1
ENSG00000167526,ENST00000311528,916,1
ENSG00000214194,ENST00000397764,379,1
ENSG00000106153,ENST00000395422,803,0
ENSG00000160888,ENST00000588173,2158,1
ENSG00000166189,ENST00000299238,1091,1
ENSG00000183010,ENST00000619204,1603,1
ENSG00000088986,ENST00000392508,143,0
ENSG00000150093,ENST00000302278,600,0
ENSG00000168066,ENST00000377390,1294,0
ENSG00000009307,ENST00000610726,161,0
ENSG00000213931,ENST00000380237,174,1
ENSG00000183010,ENST00000329875,1554,1
ENSG00000184897,ENST00000333762,847,1
ENSG00000101084,ENST00000483815,727,1
ENSG00000161013,ENST00000292591,1082,0
ENSG00000125356,ENST00000371437,627,0
ENSG00000149136,ENST00000278412,375,0
ENSG00000213741,ENST00000396020,348,1
ENSG00000063177,ENST00000549920,415,0
ENSG00000134058,ENST00000256443,844,0
ENSG00000131368,ENST00000253686,658,1
ENSG00000167325,ENST00000300738,2920,0
ENSG00000130309,ENST00000252599,3221,0
ENSG00000091140,ENST00000205402,479,0
ENSG00000011304,ENST00000356948,1969,0
ENSG00000173744,ENST00000310078,1401,0
ENSG00000143774,ENST00000312726,431,0
ENSG00000176171,ENST00000368636,1335,0
ENSG00000072042,ENST00000381346,2041,0
ENSG00000111361,ENST00000424014,1213,0
ENSG00000030582,ENST00000053867,1577,0
ENSG00000129250,ENST00000320785,3806,0
ENSG00000087087,ENST00000614484,2210,0
ENSG00000136193,ENST00000242059,5124,0
ENSG00000156467,ENST00000287022,486,0
ENSG00000063244,ENST00000450554,2364,1
ENSG00000100504,ENST00000216392,2361,0
ENSG00000144231,ENST00000272645,1794,1
ENSG00000156467,ENST00000518406,535,0
ENSG00000092820,ENST00000367075,2066,1
ENSG00000198189,ENST00000358290,1430,0
ENSG00000146834,ENST00000310512,2156,0
ENSG00000274474,ENST00000616643,931,0
ENSG00000163956,ENST00000500728,1435,1
ENSG00000161203,ENST00000292807,577,0
ENSG00000133028,ENST00000255390,1488,0
ENSG00000100297,ENST00000216122,1306,0
ENSG00000100811,ENST00000262238,2102,0
ENSG00000114383,ENST00000232496,588,0
ENSG00000186480,ENST00000340368,2759,0
ENSG00000063660,ENST00000264039,2324,1
ENSG00000116096,ENST00000234454,475,0
ENSG00000049130,ENST00000378535,4431,0
ENSG00000139318,ENST00000279488,2256,1
ENSG00000148229,ENST00000479871,1661,0
ENSG00000105202,ENST00000221801,709,0
ENSG00000173660,ENST00000489056,320,0
ENSG00000173812,ENST00000469257,1126,0
ENSG00000198900,ENST00000361337,3026,0
ENSG00000128245,ENST00000248975,1191,1
ENSG00000101182,ENST00000442551,300,0
ENSG00000101266,ENST00000349736,4212,0
ENSG00000096384,ENST00000620073,1110,1
ENSG00000161016,ENST00000531975,636,0
ENSG00000183255,ENST00000330938,2168,1
ENSG00000136238,ENST00000348035,1157,1
ENSG00000104889,ENST00000593017,755,0
ENSG00000146376,ENST00000368149,1940,0
ENSG00000006625,ENST00000275428,667,0
ENSG00000104549,ENST00000265896,1722,0
ENSG00000107404,ENST00000378888,2972,0
ENSG00000225630,ENST00000457540,245,0
ENSG00000156508,ENST00000490569,74,0
ENSG00000188021,ENST00000338222,3197,0
ENSG00000172175,ENST00000348428,2041,0
ENSG00000109084,ENST00000226230,756,0
ENSG00000134970,ENST00000456936,2397,0
ENSG00000109805,ENST00000251496,299,0
ENSG00000172216,ENST00000303004,688,1
ENSG00000124688,ENST00000372171,776,1
ENSG00000168802,ENST00000306585,2221,1
ENSG00000280789,ENST00000320330,1259,1
ENSG00000007923,ENST00000377577,2842,1
ENSG00000269893,ENST00000602819,382,0
ENSG00000141030,ENST00000268717,234,0
ENSG00000132507,ENST00000571955,266,0
ENSG00000261740,ENST00000568556,831,0
ENSG00000123064,ENST00000314045,2324,0
ENSG00000166200,ENST00000388901,147,0
ENSG00000108518,ENST00000225655,1238,0
ENSG00000128050,ENST00000399688,1752,0
ENSG00000123989,ENST00000243776,2552,1
ENSG00000135069,ENST00000376588,774,0
ENSG00000176102,ENST00000323959,2364,0
ENSG00000168615,ENST00000487273,2663,1
ENSG00000160714,ENST00000292211,1550,1
ENSG00000142684,ENST00000374266,570,1
ENSG00000013306,ENST00000591006,1817,1
ENSG00000136026,ENST00000378026,1732,1
ENSG00000197136,ENST00000355703,6793,1
ENSG00000137947,ENST00000370500,1054,0
ENSG00000104231,ENST00000220669,177,0
ENSG00000106009,ENST00000340611,2754,1
ENSG00000164934,ENST00000297579,1281,0
ENSG00000128309,ENST00000429360,673,1
ENSG00000090621,ENST00000372858,2640,0
ENSG00000128059,ENST00000264220,3195,0
ENSG00000089157,ENST00000549098,385,0
ENSG00000011260,ENST00000225298,1732,0
ENSG00000131165,ENST00000397901,438,0
ENSG00000100297,ENST00000216122,2440,1
ENSG00000177917,ENST00000326446,2276,0
ENSG00000134308,ENST00000238081,397,1
ENSG00000244687,ENST00000371674,967,0
ENSG00000148229,ENST00000374171,510,1
ENSG00000141526,ENST00000582743,1816,1
ENSG00000082781,ENST00000296181,1648,0
ENSG00000230128,ENST00000450236,454,0
ENSG00000156990,ENST00000383820,177,0
ENSG00000147140,ENST00000276079,562,0
ENSG00000165527,ENST00000298316,703,1
ENSG00000105364,ENST00000307422,983,1
ENSG00000105323,ENST00000352456,3156,0
ENSG00000175348,ENST00000534025,1597,0
ENSG00000178691,ENST00000322652,2706,0
ENSG00000103356,ENST00000449606,2644,0
ENSG00000004142,ENST00000540200,1708,1
ENSG00000159259,ENST00000314103,1788,0
ENSG00000108578,ENST00000261714,1517,1
ENSG00000169714,ENST00000422453,846,0
ENSG00000188343,ENST00000452913,163,0
ENSG00000006327,ENST00000326577,725,1
ENSG00000187608,ENST00000379389,161,0
ENSG00000103653,ENST00000220003,1235,0
ENSG00000105438,ENST00000330720,615,0
ENSG00000133028,ENST00000255390,308,0
ENSG00000119285,ENST00000366582,6311,0
ENSG00000138594,ENST00000308580,3889,0
ENSG00000131148,ENST00000253457,1479,0
ENSG00000144659,ENST00000273158,1302,1
ENSG00000125977,ENST00000374980,670,0
ENSG00000134970,ENST00000456936,653,0
ENSG00000154723,ENST00000400093,301,1
ENSG00000162585,ENST00000378546,515,0
ENSG00000241360,ENST00000215904,779,0
ENSG00000145919,ENST00000311086,904,1
ENSG00000125534,ENST00000370179,779,1
ENSG00000116133,ENST00000371269,1670,1
ENSG00000101084,ENST00000483815,100,0
ENSG00000150768,ENST00000280346,1520,0
ENSG00000135926,ENST00000258412,1669,0
ENSG00000111642,ENST00000357008,5856,0
ENSG00000136636,ENST00000259154,3513,0
ENSG00000126247,ENST00000587718,820,0
ENSG00000143418,ENST00000271688,1144,0
ENSG00000102317,ENST00000354480,1250,0
ENSG00000153130,ENST00000614192,1413,0
ENSG00000146731,ENST00000335503,1389,0
ENSG00000145041,ENST00000335891,3600,0
ENSG00000141378,ENST00000393038,448,1
ENSG00000100664,ENST00000216554,2430,0
ENSG00000160932,ENST00000429120,841,1
ENSG00000132591,ENST00000254928,1517,1
ENSG00000169564,ENST00000303577,305,1
ENSG00000160201,ENST00000291552,262,0
ENSG00000026508,ENST00000263398,1500,1
ENSG00000078808,ENST00000465727,1596,1
ENSG00000163597,ENST00000493536,370,1
ENSG00000049449,ENST00000054950,1313,1
ENSG00000170144,ENST00000411529,2406,0
ENSG00000159079,ENST00000290155,504,1
ENSG00000138382,ENST00000260953,974,0
ENSG00000119655,ENST00000555619,553,0
ENSG00000143761,ENST00000272102,1134,0
ENSG00000169627,ENST00000305321,866,0
ENSG00000128283,ENST00000249014,1089,1
ENSG00000105568,ENST00000322088,902,0
ENSG00000170144,ENST00000411529,1553,0
ENSG00000148303,ENST00000463740,296,0
ENSG00000113719,ENST00000393784,731,0
ENSG00000029363,ENST00000640069,3476,0
ENSG00000111206,ENST00000342628,2616,1
ENSG00000255508,ENST00000496634,4876,0
ENSG00000280789,ENST00000320330,1056,0
ENSG00000078668,ENST00000022615,540,0
ENSG00000168003,ENST00000535296,1993,1
ENSG00000104872,ENST00000262265,636,0
ENSG00000088247,ENST00000594496,257,1
ENSG00000136875,ENST00000374199,1339,0
ENSG00000155096,ENST00000337198,2511,0
ENSG00000031698,ENST00000234677,1620,1
ENSG00000117632,ENST00000455785,729,0
ENSG00000259494,ENST00000312475,759,1
ENSG00000169714,ENST00000422453,1576,0
ENSG00000179409,ENST00000319004,852,0
ENSG00000184992,ENST00000341446,916,0
ENSG00000197136,ENST00000355703,6749,1
ENSG00000096384,ENST00000353801,1661,0
ENSG00000105447,ENST00000253237,1377,1
ENSG00000139289,ENST00000602540,1297,1
ENSG00000111144,ENST00000228740,676,0
ENSG00000046604,ENST00000261590,4920,0
ENSG00000139725,ENST00000267205,2605,0
ENSG00000102178,ENST00000369660,1156,1
ENSG00000116688,ENST00000235329,3705,0
ENSG00000168259,ENST00000457167,1591,0
ENSG00000101255,ENST00000217233,2271,1
ENSG00000185608,ENST00000333130,1099,1
ENSG00000204822,ENST00000258105,1044,0
ENSG00000142634,ENST00000375980,231,1
ENSG00000070010,ENST00000263202,572,0
ENSG00000177971,ENST00000403490,906,1
ENSG00000100902,ENST00000261479,861,0
ENSG00000051108,ENST00000439977,1453,1
ENSG00000123416,ENST00000336023,1281,0
ENSG00000110107,ENST00000227524,1692,0
ENSG00000134294,ENST00000256689,3935,0
ENSG00000122026,ENST00000461690,458,0
ENSG00000274442,ENST00000634039,6731,0
ENSG00000198113,ENST00000357503,3938,0
ENSG00000172270,ENST00000333511,1722,1
ENSG00000133112,ENST00000616577,348,0
ENSG00000251022,ENST00000504520,1260,0
ENSG00000128050,ENST00000264221,910,0
ENSG00000072274,ENST00000360110,2313,0
ENSG00000132471,ENST00000254806,1215,1
ENSG00000176619,ENST00000325327,4625,0
ENSG00000132819,ENST00000356208,1392,0
ENSG00000134077,ENST00000345094,1960,0
ENSG00000244405,ENST00000306376,2983,0
ENSG00000139289,ENST00000266671,3525,1
ENSG00000114738,ENST00000621469,2025,0
ENSG00000167085,ENST00000614445,1635,1
ENSG00000073060,ENST00000261693,2283,1
ENSG00000113569,ENST00000231498,3858,0
ENSG00000168802,ENST00000306585,2033,1
ENSG00000087365,ENST00000528302,2067,0
ENSG00000198901,ENST00000361188,1789,0
ENSG00000156990,ENST00000383820,1075,0
ENSG00000113719,ENST00000393784,2780,0
ENSG00000189159,ENST00000409753,1387,0
ENSG00000108679,ENST00000262776,1567,1
ENSG00000281540,ENST00000631021,3497,0
ENSG00000144713,ENST00000273223,236,0
ENSG00000166454,ENST00000299575,2395,1
ENSG00000109971,ENST00000534624,1031,1
ENSG00000154473,ENST00000368865,1174,0
ENSG00000044115,ENST00000627109,2027,0
ENSG00000134748,ENST00000257181,847,0
ENSG00000077312,ENST00000243563,434,0
ENSG00000128272,ENST00000396680,1147,1
ENSG00000142541,ENST00000624069,640,1
ENSG00000274779,ENST00000619292,3940,0
ENSG00000111605,ENST00000435070,812,0
ENSG00000111142,ENST00000323666,1765,1
ENSG00000139289,ENST00000602540,1525,0
ENSG00000135069,ENST00000376588,1485,1
ENSG00000087460,ENST00000371095,1706,0
ENSG00000079739,ENST00000371084,979,0
ENSG00000121073,ENST00000240333,1323,0
ENSG00000103145,ENST00000248089,858,1
ENSG00000169718,ENST00000306796,287,0
ENSG00000142945,ENST00000372224,2752,0
ENSG00000114738,ENST00000621469,2237,0
ENSG00000169710,ENST00000634990,7976,0
ENSG00000134057,ENST00000256442,570,0
ENSG00000258429,ENST00000288022,207,0
ENSG00000187514,ENST00000468027,126,1
ENSG00000128050,ENST00000399688,2707,0
ENSG00000181467,ENST00000323534,1672,1
ENSG00000122545,ENST00000350320,1924,0
ENSG00000122140,ENST00000241600,1132,1
ENSG00000089289,ENST00000342206,1475,1
ENSG00000100889,ENST00000216780,1806,1
ENSG00000085662,ENST00000285930,594,0
ENSG00000064545,ENST00000587406,1658,1
ENSG00000133706,ENST00000394434,2304,0
ENSG00000140263,ENST00000267814,2194,0
ENSG00000053372,ENST00000330263,1964,0
ENSG00000144381,ENST00000388968,2142,0
ENSG00000125166,ENST00000245206,1491,1
ENSG00000072506,ENST00000168216,755,0
